Maintenance date,Repair?,M1 (before),M2 (before),M3 (before),M1 (after),M2 (after),M3 (after)
2015-03-20,no repair,-1.4602960779106446,2.1958245889290815,-0.265991839395213,,,
2015-03-27,no repair,-0.8833445600914384,0.5628761270268272,-0.050480203096897804,,,
2015-04-03,no repair,-0.4681983557631952,0.9113883633020071,-0.265991839395213,,,
2015-04-10,no repair,-0.028087903067774863,-0.35337378447082324,-0.265991839395213,,,
2015-04-17,no repair,0.37873688513807563,-0.4714182515962874,-0.050480203096897804,,,
2015-04-24,no repair,0.8641528256109657,-0.952027867749963,-0.48150347569352514,,,
2015-05-01,no repair,1.3560409786234942,-1.292108356373324,-0.48150347569352514,,,
2015-05-08,repair,1.7166356772604983,-0.5810309710699327,-0.6970151119918373,-1.5730974964586304,2.0328108009939165,-0.6970151119918373
2015-05-15,no repair,-1.5444348409259456,2.0215684707914914,-0.265991839395213,,,
2015-05-22,no repair,-1.122816424058064,1.2317947740711241,-0.6970151119918373,,,
2015-05-29,no repair,-0.7612971236296829,0.5179068062171266,-0.48150347569352514,,,
2015-06-05,no repair,-0.5273728704113189,0.5684972921280398,-0.265991839395213,,,
2015-06-12,no repair,-0.35447233542383233,-0.5332510677096258,-0.050480203096897804,,,
2015-06-19,no repair,-0.33875410497042446,0.05978185046830132,0.1650314332014114,,,
2015-06-26,no repair,-0.20746065059489985,0.5066644760147014,0.38054306949972355,,,
2015-07-03,no repair,-0.029937106650528653,-0.6794013603411528,0.38054306949972355,,,
2015-07-10,no repair,0.07639209935781852,-0.49390291200113773,0.1650314332014114,,,
2015-07-17,no repair,0.27333228092110534,-0.4742288341468937,-0.050480203096897804,,,
2015-07-24,no repair,0.47674467502403073,-0.8058775751184359,0.1650314332014114,,,
2015-07-31,no repair,0.8530576041144426,-0.9464067026487504,0.1650314332014114,,,
2015-08-07,no repair,1.3301521284649405,-0.864899808681168,0.1650314332014114,,,
2015-08-14,repair,1.699068243224337,-1.3370776771830246,0.5960547057980358,-1.5730974964586304,2.0271896358927037,0.5960547057980358
2015-08-21,no repair,-1.5693990892931229,2.5668214856091116,0.38054306949972355,,,
2015-08-28,no repair,-1.2365424443974269,1.540958854637816,0.5960547057980358,,,
2015-09-04,no repair,-0.8121502221554143,0.9535471015611015,0.5960547057980358,,,
2015-09-11,no repair,-0.36649215871173263,-0.3168362113129415,0.5960547057980358,,,
2015-09-18,no repair,-0.034560115607413455,-0.46298650394446855,0.5960547057980358,,,
2015-09-25,no repair,0.5571850308738239,-0.8114987402196485,0.5960547057980358,,,
2015-10-02,no repair,1.0675652197138912,-1.261191948316655,1.2425896146929722,,,
2015-10-09,no repair,1.5502073548126498,-1.1572003939442221,1.0270779783946602,,,
2015-10-16,repair,1.8257386886429765,-1.2077908798551353,1.0270779783946602,-1.5730974964586304,2.0300002184433104,1.0270779783946602
2015-10-23,no repair,-1.524093601515653,1.375134484152045,0.8115663420963449,,,
2015-10-30,no repair,-1.0738125291150866,1.141856132451723,0.5960547057980358,,,
2015-11-06,no repair,-0.6013410137214736,0.26214379411195415,0.1650314332014114,,,
2015-11-13,no repair,-0.0595243639745906,-0.0161038783980685,0.38054306949972355,,,
2015-11-20,no repair,0.36579246005879873,-0.7018860207460031,-0.050480203096897804,,,
2015-11-27,no repair,0.8059029127542188,-1.1993591322033164,0.5960547057980358,,,
2015-12-04,no repair,1.1951602669239079,-0.7075071858472157,-0.050480203096897804,,,
2015-12-11,repair,1.792453024153407,-1.2021697147539228,0.5960547057980358,-1.5721728946672535,2.0328108009939165,0.5960547057980358
2015-12-18,no repair,-1.5740220982500073,2.583684980912749,0.38054306949972355,,,
2015-12-25,no repair,-1.219899612152642,1.2711429297796122,0.1650314332014114,,,
2016-01-01,no repair,-0.9452928801136927,0.4167258343953001,-0.050480203096897804,,,
2016-01-08,no repair,-0.6965749982332977,0.37456709613620576,-0.265991839395213,,,
2016-01-15,no repair,-0.5578847295267576,0.1975003954480095,-0.6970151119918373,,,
2016-01-22,no repair,-0.5209006578716803,-0.19879174418747733,-0.9125267482901466,,,
2016-01-29,no repair,-0.4117976464892023,0.6022242827353153,-0.9125267482901466,,,
2016-02-05,no repair,-0.3202620691428859,0.05135010281648245,-1.1280383845884587,,,
2016-02-12,no repair,-0.10390524996068352,-0.65129553483509,-1.1280383845884587,,,
2016-02-19,no repair,0.035709620537233505,-0.46017592139386226,-0.6970151119918373,,,
2016-02-26,no repair,0.1346420122145655,-0.5416828153614447,-1.1280383845884587,,,
2016-03-04,no repair,0.48506609114642313,-0.34775261936961066,-1.3435500208867739,,,
2016-03-11,no repair,0.876172648898866,-0.9576490328511755,-0.9125267482901466,,,
2016-03-18,no repair,1.3551163768321175,-1.1094204905839151,-0.9125267482901466,,,
2016-03-25,repair,1.96350435555814,-1.2302755402599856,-0.9125267482901466,-1.5730974964586304,2.0300002184433104,-0.9125267482901466
2016-04-01,no repair,-1.2957169590455504,1.7011620600223742,-0.6970151119918373,,,
2016-04-08,no repair,-0.7992057970761373,0.7596169055692674,-0.9125267482901466,,,
2016-04-15,no repair,-0.27033357240853145,0.48417981560985107,-0.48150347569352514,,,
2016-04-22,no repair,0.2770306880866129,-0.6063262140253893,-0.050480203096897804,,,
2016-04-29,no repair,0.7707680446818957,-0.9126797120414749,-0.265991839395213,,,
2016-05-06,no repair,1.281148233521963,-1.185306219450285,-0.265991839395213,,,
2016-05-13,repair,1.8627227602980536,-1.2808660261708988,-0.9125267482901466,-1.5721728946672535,2.0271896358927037,-0.9125267482901466
2016-05-20,no repair,-1.5120737782277531,2.367270124516065,-0.48150347569352514,,,
2016-05-27,no repair,-1.2716773124697502,1.6365186613584297,-0.48150347569352514,,,
2016-06-03,no repair,-1.0839831488202327,0.8832825377959442,-0.6970151119918373,,,
2016-06-10,no repair,-0.9249516407034003,0.9366836062574637,-1.1280383845884587,,,
2016-06-17,no repair,-0.8463604884363609,0.6724888465004725,-0.6970151119918373,,,
2016-06-24,no repair,-0.8389636741053454,0.978842344516558,-0.9125267482901466,,,
2016-07-01,no repair,-0.6716107498661206,0.2256062209540724,-0.9125267482901466,,,
2016-07-08,no repair,-0.6031902173042274,0.26495437666256044,-1.1280383845884587,,,
2016-07-15,no repair,-0.4321388858994948,0.2003109779986158,-0.9125267482901466,,,
2016-07-22,no repair,-0.13349250728474515,-0.3084044636611226,-0.9125267482901466,,,
2016-07-29,no repair,0.19843953581957358,-0.8058775751184359,-1.1280383845884587,,,
2016-08-05,no repair,0.5516374201255625,-0.48828174689992515,-1.3435500208867739,,,
2016-08-12,no repair,1.0925294680810682,-0.9014373818390498,-0.9125267482901466,,,
2016-08-19,no repair,1.403195669983718,-0.6934542730941843,-1.3435500208867739,,,
2016-08-26,repair,2.096647013516418,-1.2499496181142298,-1.7745732934833953,-1.5740220982500073,2.0271896358927037,-1.7745732934833953
2016-09-02,no repair,-1.359514482650559,1.3638921539496198,-1.5590616571850862,,,
2016-09-09,no repair,-0.8389636741053454,0.18063690014437178,-1.1280383845884587,,,
2016-09-16,no repair,-0.30824224585498566,-0.6203791267784208,-0.6970151119918373,,,
2016-09-23,no repair,0.0939595333939805,-0.6063262140253893,-1.1280383845884587,,,
2016-09-30,no repair,0.582149279241001,-0.3758584448756736,-0.6970151119918373,,,
2016-10-07,no repair,1.1322873451102764,-0.7749611670617668,-0.9125267482901466,,,
2016-10-14,repair,1.7073896593467286,-1.3904787456445442,-0.6970151119918373,-1.5712482928758766,2.0356213835445227,-0.6970151119918373
2016-10-21,no repair,-1.5555300624224688,1.8473123526539015,-0.9125267482901466,,,
2016-10-28,no repair,-1.1274394330149489,1.0153799176744398,-0.6970151119918373,,,
2016-11-04,no repair,-0.6207576513403892,-0.11166368511868235,-0.265991839395213,,,
2016-11-11,no repair,-0.13534171086749924,-0.30559388111051633,-0.265991839395213,,,
2016-11-18,no repair,0.26870927196422084,-0.48547116434931886,-0.48150347569352514,,,
2016-11-25,no repair,0.6163595455219477,-0.8424151482763177,-0.48150347569352514,,,
2016-12-02,no repair,0.9630852172882974,-0.9885654409078447,-0.265991839395213,,,
2016-12-09,no repair,1.3541917750407404,-1.1094204905839151,-0.265991839395213,,,
2016-12-16,repair,1.8784409907514616,-0.6260002918796334,-0.050480203096897804,-1.5730974964586304,1.999083810386641,-0.050480203096897804
2016-12-23,no repair,-1.5120737782277531,2.367270124516065,-0.050480203096897804,,,
2016-12-30,no repair,-1.192161558411334,1.4257249700629582,0.1650314332014114,,,
2017-01-06,no repair,-0.9767293410205087,0.3436506880795366,0.8115663420963449,,,
2017-01-13,no repair,-0.7298606627228674,0.4532634075531819,1.2425896146929722,,,
2017-01-20,no repair,-0.3951548142444174,0.16096282229012776,1.6736128872895937,,,
2017-01-27,no repair,-0.28050419211367766,0.05416068536708874,1.6736128872895937,,,
2017-02-03,no repair,-0.2407463150844697,1.153098462654148,2.104636159886221,,,
2017-02-10,no repair,-0.12979410011923756,-0.06388378175837543,2.104636159886221,,,
2017-02-17,no repair,-0.041032328147051725,-0.39272194017931134,2.3201477961845334,,,
2017-02-24,no repair,0.16145546416449646,-0.13414834552353266,1.889124523587906,,,
2017-03-03,no repair,0.5396175968376622,-0.4292595133371931,1.889124523587906,,,
2017-03-10,no repair,0.8641528256109657,-0.8901950516366246,1.889124523587906,,,
2017-03-17,no repair,1.249711772615147,-0.6231897093290271,1.889124523587906,,,
2017-03-24,repair,1.7628657668293448,-1.2471390355636234,2.3201477961845334,-1.5712482928758766,2.00751555803846,2.3201477961845334
2017-03-31,no repair,-1.3770819166867208,1.4903683687269027,2.5356594324828423,,,
2017-04-07,no repair,-1.0728879273237097,0.6865417592535039,1.889124523587906,,,
2017-04-14,no repair,-0.5662061456491502,0.18906864779619065,1.889124523587906,,,
2017-04-21,no repair,0.07916590473194952,0.3886200088892372,1.889124523587906,,,
2017-04-28,no repair,0.6764586619614485,-1.367994085239694,1.6736128872895937,,,
